Topic,Topic_Name,Probability
-1,-1_player_server_issue_animation,[0.63147926 0.02204999 0.03244329 0.0600981 ]
0,0_player_animation_server_issue,[0.5026977  0.03539951 0.07324339 0.01559826]
2,2_server_branch_experimental_stable,[0.31779861 0.08741388 0.43124807 0.01778999]
2,2_server_branch_experimental_stable,[0.31387034 0.08533662 0.40428324 0.01754917]
0,0_player_animation_server_issue,[0.64064555 0.02258085 0.03337501 0.05766718]
-1,-1_player_server_issue_animation,[0.63159332 0.02194997 0.03245565 0.05754661]
0,0_player_animation_server_issue,[0.64721662 0.02640568 0.04096149 0.02679062]
0,0_player_animation_server_issue,[0.67306302 0.02701988 0.04185233 0.02751526]
2,2_server_branch_experimental_stable,[0.30018489 0.08406997 0.44293961 0.01686807]
2,2_server_branch_experimental_stable,[0.30258841 0.08420429 0.43643873 0.01698687]
0,0_player_animation_server_issue,[1.00000000e+000 2.02584363e-308 3.02659647e-308 3.60626587e-308]
0,0_player_animation_server_issue,[0.95252399 0.00532168 0.00795249 0.0095592 ]
0,0_player_animation_server_issue,[1.00000000e+000 1.90882068e-308 2.81376868e-308 2.91902086e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.91902540e-308 2.82870756e-308 2.94659590e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.90477584e-308 2.80442473e-308 2.91139005e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.91842249e-308 2.83119983e-308 2.88765380e-308]
1,1_survival_livonia_survivor_year,[0.35708029 0.41886995 0.20056873 0.02348104]
0,0_player_animation_server_issue,[1.00000000e+000 1.90655428e-308 2.81159119e-308 2.88350582e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.91047266e-308 2.81680319e-308 2.88948373e-308]
0,0_player_animation_server_issue,[0.90659296 0.01697025 0.02507262 0.02580004]
0,0_player_animation_server_issue,[1.00000000e+000 1.90547283e-308 2.81148602e-308 2.91836695e-308]
-1,-1_player_server_issue_animation,[0.19915974 0.30284731 0.10028073 0.01378552]
0,0_player_animation_server_issue,[1.00000000e+000 1.97212027e-308 3.10726745e-308 2.11605521e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.96491598e-308 3.08907225e-308 2.12661669e-308]
1,1_survival_livonia_survivor_year,[0.30664685 0.35557471 0.18565686 0.0196545 ]
0,0_player_animation_server_issue,[1.00000000e+000 1.98330952e-308 3.13063454e-308 2.09260514e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.97775236e-308 3.11844172e-308 2.10499120e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.92739351e-308 3.00296863e-308 2.14816735e-308]
0,0_player_animation_server_issue,[0.98203488 0.00468613 0.00729046 0.00523546]
0,0_player_animation_server_issue,[0.87993233 0.00697428 0.01065791 0.00793469]
0,0_player_animation_server_issue,[1.00000000e+000 2.09216678e-308 3.19100383e-308 2.39082261e-308]
2,2_server_branch_experimental_stable,[0.21596857 0.10221409 0.40296146 0.01288007]
1,1_survival_livonia_survivor_year,[0.24230289 0.45586412 0.19906834 0.01535207]
-1,-1_player_server_issue_animation,[0.1508131  0.08359102 0.10216275 0.00865288]
0,0_player_animation_server_issue,[0.93517958 0.00482282 0.00809349 0.00471006]
0,0_player_animation_server_issue,[1.00000000e+000 1.96347651e-308 3.08153046e-308 2.09647633e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.97479023e-308 3.10880879e-308 2.08698515e-308]
1,1_survival_livonia_survivor_year,[1.60889920e-307 1.00000000e+000 1.21275128e-307 1.00681105e-308]
1,1_survival_livonia_survivor_year,[0.17447036 0.68259516 0.10216995 0.01165016]
1,1_survival_livonia_survivor_year,[1.21665469e-307 1.00000000e+000 5.62631213e-308 8.32287629e-309]
0,0_player_animation_server_issue,[0.78838124 0.01727423 0.02746971 0.01693163]
0,0_player_animation_server_issue,[0.59658718 0.01939843 0.03069176 0.01882442]
-1,-1_player_server_issue_animation,[0.18211375 0.03494721 0.08475921 0.00911703]
0,0_player_animation_server_issue,[1.00000000e+000 1.92192341e-308 2.99092456e-308 2.13197334e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.95054994e-308 3.05580584e-308 2.09566839e-308]
-1,-1_player_server_issue_animation,[0.3772007  0.01446365 0.0226771  0.01721344]
-1,-1_player_server_issue_animation,[0.36792905 0.01415722 0.02217707 0.01694436]
0,0_player_animation_server_issue,[0.67204353 0.02671133 0.0417263  0.02896934]
0,0_player_animation_server_issue,[0.67180904 0.02679185 0.04185826 0.02899135]
0,0_player_animation_server_issue,[0.7557948  0.01363627 0.02070241 0.0200402 ]
0,0_player_animation_server_issue,[0.91089176 0.01056871 0.01599053 0.0158592 ]
0,0_player_animation_server_issue,[1.00000000e+000 2.07848067e-308 3.13466073e-308 3.55272007e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.07838067e-308 3.13831209e-308 3.49429426e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.07503678e-308 3.14414952e-308 3.14041331e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.07761995e-308 3.15014462e-308 3.12255282e-308]
0,0_player_animation_server_issue,[0.54544241 0.01777063 0.02742997 0.02378491]
0,0_player_animation_server_issue,[0.5218211  0.01783811 0.02758323 0.02360447]
1,1_survival_livonia_survivor_year,[0.25250904 0.50067821 0.15228193 0.01674353]
-1,-1_player_server_issue_animation,[0.42777745 0.02726772 0.03824615 0.023656  ]
0,0_player_animation_server_issue,[0.4901011  0.02983877 0.04176498 0.02582275]
0,0_player_animation_server_issue,[1.00000000e+000 2.40043599e-308 4.04029536e-308 2.37407216e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.39563005e-308 4.02320930e-308 2.36849720e-308]
1,1_survival_livonia_survivor_year,[0.22334406 0.58623552 0.10756803 0.01538927]
0,0_player_animation_server_issue,[1.00000000e+000 2.02326230e-308 3.02067398e-308 3.55825542e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.02036847e-308 3.01400768e-308 3.57319668e-308]
2,2_server_branch_experimental_stable,[2.10420875e-307 7.08912131e-308 1.00000000e+000 1.22910325e-308]
2,2_server_branch_experimental_stable,[2.13491684e-307 6.88462000e-308 1.00000000e+000 1.24063924e-308]
1,1_survival_livonia_survivor_year,[0.3674122  0.4045805  0.20409323 0.02391407]
0,0_player_animation_server_issue,[1.00000000e+000 2.04425329e-308 3.07023999e-308 3.38761531e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.05464819e-308 3.09446106e-308 3.31635945e-308]
1,1_survival_livonia_survivor_year,[1.22351458e-307 1.00000000e+000 5.76830914e-308 8.37093092e-309]
0,0_player_animation_server_issue,[1.00000000e+000 2.43518759e-308 3.79821709e-308 3.84568916e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.42385259e-308 3.77107364e-308 3.99204231e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.33297687e-308 3.56284778e-308 4.48597166e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.34169694e-308 3.58141624e-308 4.48156991e-308]
0,0_player_animation_server_issue,[0.68076989 0.0196494  0.02842474 0.06656902]
0,0_player_animation_server_issue,[0.68380249 0.01965258 0.02842124 0.06637067]
-1,-1_player_server_issue_animation,[0.17101028 0.17147997 0.19161507 0.01054798]
0,0_player_animation_server_issue,[0.9550566  0.00508515 0.00790834 0.00569178]
0,0_player_animation_server_issue,[0.88855127 0.00623787 0.00969197 0.00700343]
0,0_player_animation_server_issue,[0.61689139 0.02643075 0.041345   0.02650617]
-1,-1_player_server_issue_animation,[0.39873031 0.01677059 0.02617966 0.01707882]
1,1_survival_livonia_survivor_year,[0.24312642 0.40916078 0.23439679 0.01505069]
1,1_survival_livonia_survivor_year,[1.54946773e-307 1.00000000e+000 1.15637318e-307 9.86519337e-309]
1,1_survival_livonia_survivor_year,[0.31381862 0.32786768 0.16032566 0.02098572]
1,1_survival_livonia_survivor_year,[0.29150668 0.39738173 0.17453348 0.01911434]
-1,-1_player_server_issue_animation,[0.24604719 0.01506655 0.02452603 0.01446588]
-1,-1_player_server_issue_animation,[0.24497306 0.01504134 0.02449262 0.01439736]
-1,-1_player_server_issue_animation,[0.24941879 0.01524408 0.02478696 0.01470488]
-1,-1_player_server_issue_animation,[0.24941259 0.0152442  0.02478671 0.01470611]
0,0_player_animation_server_issue,[1.00000000e+000 1.80525256e-308 2.56487686e-308 8.29929481e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.80807905e-308 2.57047209e-308 8.73056157e-308]
3,3_infected_military_player_server,[3.23077340e-307 1.68136848e-308 2.34329041e-308 1.00000000e+000]
3,3_infected_military_player_server,[3.11491557e-307 1.66837439e-308 2.31895036e-308 1.00000000e+000]
-1,-1_player_server_issue_animation,[0.33790985 0.01334363 0.01882821 0.1630905 ]
3,3_infected_military_player_server,[0.37405916 0.01423714 0.02012087 0.13319438]
0,0_player_animation_server_issue,[1.00000000e+000 2.00653843e-308 3.18325923e-308 2.03605821e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.99714516e-308 3.16384891e-308 2.06984019e-308]
1,1_survival_livonia_survivor_year,[1.61498142e-307 1.00000000e+000 1.28446199e-307 1.01119787e-308]
-1,-1_player_server_issue_animation,[0.31909214 0.11993615 0.15849562 0.01835658]
-1,-1_player_server_issue_animation,[0.3177986  0.11948147 0.15736016 0.01830052]
-1,-1_player_server_issue_animation,[0.26373682 0.01309045 0.0207068  0.01179563]
-1,-1_player_server_issue_animation,[0.36316764 0.01818253 0.02876474 0.01625226]
0,0_player_animation_server_issue,[0.42654667 0.03691325 0.0819791  0.0176138 ]
0,0_player_animation_server_issue,[0.43562034 0.03759883 0.08356939 0.01787527]
0,0_player_animation_server_issue,[0.3360957  0.01673482 0.02753881 0.01844047]
0,0_player_animation_server_issue,[0.32964732 0.01649442 0.02715538 0.01810689]
-1,-1_player_server_issue_animation,[0.17600887 0.06919354 0.08991583 0.01010151]
-1,-1_player_server_issue_animation,[0.17597064 0.06928129 0.08986406 0.01010376]
1,1_survival_livonia_survivor_year,[0.32838957 0.35357696 0.18172689 0.02151955]
1,1_survival_livonia_survivor_year,[0.19068322 0.32116702 0.07924444 0.01324397]
1,1_survival_livonia_survivor_year,[0.18535309 0.31371909 0.07701986 0.01287438]
-1,-1_player_server_issue_animation,[0.36447914 0.01687181 0.02640213 0.02465679]
-1,-1_player_server_issue_animation,[0.36427376 0.01689596 0.02643915 0.02465887]
-1,-1_player_server_issue_animation,[0.1772405  0.06887579 0.08890338 0.01020008]
-1,-1_player_server_issue_animation,[0.17392357 0.06713759 0.08631876 0.01004366]
3,3_infected_military_player_server,[3.37988500e-307 1.70200045e-308 2.38100725e-308 1.00000000e+000]
3,3_infected_military_player_server,[3.39651129e-307 1.70137416e-308 2.38097655e-308 1.00000000e+000]
3,3_infected_military_player_server,[3.18041704e-307 1.70218059e-308 2.37531641e-308 1.00000000e+000]
3,3_infected_military_player_server,[3.19133860e-307 1.70303958e-308 2.37706842e-308 1.00000000e+000]
-1,-1_player_server_issue_animation,[0.10865334 0.21827238 0.06892016 0.0072028 ]
-1,-1_player_server_issue_animation,[0.30323896 0.10714031 0.14294534 0.01741987]
-1,-1_player_server_issue_animation,[0.29167834 0.09846164 0.13186318 0.01675597]
-1,-1_player_server_issue_animation,[0.3011599  0.02707787 0.05307588 0.01679524]
-1,-1_player_server_issue_animation,[0.28371291 0.02600206 0.05166516 0.01573519]
1,1_survival_livonia_survivor_year,[0.16068252 0.68083968 0.11561556 0.01002199]
-1,-1_player_server_issue_animation,[0.39334159 0.03178294 0.0469633  0.02505303]
-1,-1_player_server_issue_animation,[0.41678266 0.03354434 0.04976667 0.02632968]
0,0_player_animation_server_issue,[0.52006812 0.0426727  0.07858281 0.01870226]
0,0_player_animation_server_issue,[0.51712895 0.04220921 0.07759227 0.01859642]
0,0_player_animation_server_issue,[0.33380945 0.01670702 0.02761536 0.01803461]
0,0_player_animation_server_issue,[0.32871431 0.01652262 0.02734025 0.01772494]
0,0_player_animation_server_issue,[0.81696901 0.02171188 0.03444854 0.02976419]
0,0_player_animation_server_issue,[0.82623354 0.02189877 0.0347742  0.02958252]
0,0_player_animation_server_issue,[1.00000000e+000 2.40200182e-308 4.05286556e-308 2.39226746e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.40405973e-308 4.05969085e-308 2.39543433e-308]
0,0_player_animation_server_issue,[0.47638974 0.03432464 0.04879534 0.02801787]
0,0_player_animation_server_issue,[0.47494199 0.034831   0.04956305 0.02819155]
1,1_survival_livonia_survivor_year,[0.22288199 0.65355802 0.10834847 0.01521153]
2,2_server_branch_experimental_stable,[0.1915041  0.05887885 0.38278723 0.0103647 ]
-1,-1_player_server_issue_animation,[0.19223666 0.06003346 0.36924821 0.01044636]
-1,-1_player_server_issue_animation,[0.29988472 0.02820515 0.05793914 0.01589418]
-1,-1_player_server_issue_animation,[0.3197181  0.02933912 0.06062796 0.016795  ]
0,0_player_animation_server_issue,[0.52136247 0.04000999 0.08434127 0.01923181]
0,0_player_animation_server_issue,[0.52277844 0.04030593 0.08536686 0.01928322]
1,1_survival_livonia_survivor_year,[1.34398356e-307 1.00000000e+000 7.45678619e-308 9.03226691e-309]
0,0_player_animation_server_issue,[0.87306034 0.01564156 0.02487392 0.01542414]
0,0_player_animation_server_issue,[0.61049843 0.01900245 0.0301643  0.01829887]
-1,-1_player_server_issue_animation,[0.39521639 0.02664676 0.03752788 0.02277428]
-1,-1_player_server_issue_animation,[0.42155494 0.03312571 0.04863634 0.02645563]
-1,-1_player_server_issue_animation,[0.38395443 0.03118126 0.04602346 0.02453717]
2,2_server_branch_experimental_stable,[2.47575810e-307 1.14988801e-307 1.00000000e+000 1.37351988e-308]
2,2_server_branch_experimental_stable,[2.47590759e-307 1.15275043e-307 1.00000000e+000 1.37278321e-308]
1,1_survival_livonia_survivor_year,[0.19350528 0.6240892  0.13658646 0.01215255]
0,0_player_animation_server_issue,[0.6112977  0.04408597 0.08151773 0.01984238]
0,0_player_animation_server_issue,[0.63144666 0.04416552 0.08164707 0.02002448]
2,2_server_branch_experimental_stable,[2.66545964e-307 9.08319914e-308 1.00000000e+000 1.43928753e-308]
2,2_server_branch_experimental_stable,[2.66413970e-307 9.13845953e-308 1.00000000e+000 1.43780697e-308]
1,1_survival_livonia_survivor_year,[0.24714094 0.47916231 0.1881289  0.01547844]
1,1_survival_livonia_survivor_year,[0.25646743 0.53998447 0.15296241 0.01689658]
1,1_survival_livonia_survivor_year,[0.14473228 0.77319068 0.07218869 0.00988835]
2,2_server_branch_experimental_stable,[2.60914147e-307 9.65969384e-308 1.00000000e+000 1.41980973e-308]
2,2_server_branch_experimental_stable,[0.10799197 0.03853399 0.83925902 0.00584458]
-1,-1_player_server_issue_animation,[0.15545559 0.08768704 0.27357357 0.00927917]
-1,-1_player_server_issue_animation,[0.38857687 0.03239178 0.04767195 0.02494028]
-1,-1_player_server_issue_animation,[0.36783312 0.03117153 0.04599747 0.02383183]
0,0_player_animation_server_issue,[1.00000000e+000 2.08906890e-308 3.15655280e-308 3.65257445e-308]
0,0_player_animation_server_issue,[0.70084066 0.01316832 0.01986657 0.02398984]
0,0_player_animation_server_issue,[0.71795735 0.05574209 0.12803539 0.02039803]
2,2_server_branch_experimental_stable,[2.44506859e-307 1.16028035e-307 1.00000000e+000 1.36477173e-308]
2,2_server_branch_experimental_stable,[2.45766282e-307 1.16391461e-307 1.00000000e+000 1.36728798e-308]
2,2_server_branch_experimental_stable,[2.46768403e-307 1.15940863e-307 1.00000000e+000 1.36582088e-308]
-1,-1_player_server_issue_animation,[0.3530069  0.01652522 0.02586164 0.02413535]
-1,-1_player_server_issue_animation,[0.35261162 0.01651571 0.02584988 0.0241082 ]
1,1_survival_livonia_survivor_year,[1.34238548e-307 1.00000000e+000 7.38639000e-308 9.03893216e-309]
0,0_player_animation_server_issue,[0.56348027 0.04316374 0.09203805 0.01999998]
0,0_player_animation_server_issue,[0.58377057 0.04411684 0.09376192 0.02029115]
1,1_survival_livonia_survivor_year,[0.1675023  0.73955262 0.08149751 0.01144757]
2,2_server_branch_experimental_stable,[2.08046010e-307 6.08945934e-308 1.00000000e+000 1.24354763e-308]
2,2_server_branch_experimental_stable,[0.1316952  0.03711373 0.78368198 0.00789452]
-1,-1_player_server_issue_animation,[0.43882484 0.02402927 0.04101567 0.02196322]
-1,-1_player_server_issue_animation,[0.34234148 0.0190851  0.03255277 0.01739461]
-1,-1_player_server_issue_animation,[0.17255497 0.299695   0.07291032 0.01223326]
0,0_player_animation_server_issue,[0.2628097  0.01461522 0.02477739 0.01312931]
-1,-1_player_server_issue_animation,[0.26369015 0.01423409 0.02408253 0.01323049]
-1,-1_player_server_issue_animation,[0.25599692 0.01402401 0.02386579 0.01297299]
-1,-1_player_server_issue_animation,[0.25794292 0.01409837 0.02398814 0.01305889]
1,1_survival_livonia_survivor_year,[0.18831313 0.56363488 0.09178782 0.01280589]
0,0_player_animation_server_issue,[0.94775576 0.01514422 0.02887329 0.00822673]
0,0_player_animation_server_issue,[1.00000000e+000 3.14759097e-308 5.96731214e-308 1.71240681e-308]
1,1_survival_livonia_survivor_year,[0.22418304 0.64244854 0.11831975 0.01504867]
1,1_survival_livonia_survivor_year,[0.16172953 0.74819162 0.07917417 0.01090468]
-1,-1_player_server_issue_animation,[0.22351399 0.18352694 0.12143651 0.01447654]
-1,-1_player_server_issue_animation,[0.22646329 0.19158375 0.12545636 0.01464461]
3,3_infected_military_player_server,[3.17680787e-307 1.67880354e-308 2.33684003e-308 1.00000000e+000]
3,3_infected_military_player_server,[3.31240731e-307 1.69189692e-308 2.36218609e-308 1.00000000e+000]
0,0_player_animation_server_issue,[0.83007175 0.0117915  0.01832455 0.02118274]
0,0_player_animation_server_issue,[1.00000000e+000 2.43440070e-308 3.78585654e-308 4.26808535e-308]
2,2_server_branch_experimental_stable,[0.12888517 0.03624116 0.79459466 0.00771194]
2,2_server_branch_experimental_stable,[0.14275067 0.03985849 0.76035    0.00853629]
0,0_player_animation_server_issue,[0.92499607 0.01354168 0.02103735 0.02395033]
0,0_player_animation_server_issue,[1.00000000e+000 2.41984501e-308 3.75597135e-308 4.22582188e-308]
-1,-1_player_server_issue_animation,[0.14376439 0.1735501  0.09037409 0.00914297]
-1,-1_player_server_issue_animation,[0.13883154 0.16811678 0.0881313  0.00881576]
-1,-1_player_server_issue_animation,[0.18924247 0.03441782 0.08453105 0.00932747]
0,0_player_animation_server_issue,[1.00000000e+000 2.17340043e-308 3.03489414e-308 2.35281392e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.19249558e-308 3.06236871e-308 2.33457607e-308]
-1,-1_player_server_issue_animation,[0.28707409 0.03617894 0.07756635 0.0126374 ]
0,0_player_animation_server_issue,[0.47640355 0.02958159 0.04129713 0.02544123]
2,2_server_branch_experimental_stable,[2.43765127e-307 1.18007758e-307 1.00000000e+000 1.36419683e-308]
0,0_player_animation_server_issue,[0.67469824 0.02833162 0.04096284 0.03395571]
0,0_player_animation_server_issue,[1.00000000e+000 2.19424242e-308 3.05914135e-308 2.30926930e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.20528631e-308 3.08074683e-308 2.30799126e-308]
0,0_player_animation_server_issue,[1.00000000e+000 3.96844326e-308 8.09362992e-308 1.54800679e-308]
0,0_player_animation_server_issue,[1.00000000e+000 4.03833314e-308 8.08841446e-308 1.53133658e-308]
0,0_player_animation_server_issue,[0.4830905  0.03222938 0.04391651 0.02829121]
0,0_player_animation_server_issue,[0.45439587 0.03333975 0.045149   0.02833855]
0,0_player_animation_server_issue,[0.4517142  0.03279566 0.04441018 0.02810002]
0,0_player_animation_server_issue,[0.48031812 0.03319472 0.04508047 0.02893429]
0,0_player_animation_server_issue,[0.48103095 0.03310273 0.04533698 0.02805694]
0,0_player_animation_server_issue,[0.48108028 0.03309124 0.04537552 0.02798056]
-1,-1_player_server_issue_animation,[0.32501912 0.01739182 0.02772944 0.01445161]
1,1_survival_livonia_survivor_year,[0.22640968 0.45567412 0.12592849 0.01505789]
2,2_server_branch_experimental_stable,[0.15367504 0.04341638 0.72905063 0.00924216]
2,2_server_branch_experimental_stable,[0.16318372 0.04597328 0.71470048 0.0098075 ]
1,1_survival_livonia_survivor_year,[0.1661398  0.71603224 0.07611644 0.01145443]
-1,-1_player_server_issue_animation,[0.2088626  0.07927468 0.21206875 0.01302112]
-1,-1_player_server_issue_animation,[0.20723235 0.07782174 0.20729688 0.01293017]
1,1_survival_livonia_survivor_year,[0.19901289 0.31070479 0.0825489  0.01379179]
0,0_player_animation_server_issue,[1.00000000e+000 2.41002108e-308 4.05175277e-308 2.34012384e-308]
-1,-1_player_server_issue_animation,[0.25054828 0.15765092 0.18038202 0.01454489]
1,1_survival_livonia_survivor_year,[0.36069909 0.36113193 0.20222241 0.02336296]
1,1_survival_livonia_survivor_year,[0.20025438 0.67703169 0.10935752 0.01335641]
0,0_player_animation_server_issue,[1.00000000e+000 2.21629885e-308 3.13718262e-308 2.43772257e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.17165702e-308 3.03340127e-308 2.38492050e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.18014654e-308 3.05578126e-308 2.41961251e-308]
1,1_survival_livonia_survivor_year,[1.34484867e-307 1.00000000e+000 7.43850348e-308 9.00135461e-309]
1,1_survival_livonia_survivor_year,[0.26669154 0.38941084 0.17479868 0.01679743]
1,1_survival_livonia_survivor_year,[0.19399112 0.46197793 0.18597514 0.01186335]
1,1_survival_livonia_survivor_year,[0.19184033 0.51929363 0.17758386 0.0117671 ]
1,1_survival_livonia_survivor_year,[1.32952650e-307 1.00000000e+000 7.14960791e-308 8.96576392e-309]
0,0_player_animation_server_issue,[0.65786745 0.04529999 0.08371224 0.02049416]
-1,-1_player_server_issue_animation,[0.20746422 0.07863356 0.20652803 0.01294519]
-1,-1_player_server_issue_animation,[0.20687813 0.07803836 0.20522797 0.01291242]
-1,-1_player_server_issue_animation,[0.42119742 0.02939082 0.03973548 0.02629537]
0,0_player_animation_server_issue,[0.44268869 0.03159122 0.04279781 0.0274582 ]
2,2_server_branch_experimental_stable,[2.29257636e-307 1.30764659e-307 1.00000000e+000 1.33954984e-308]
2,2_server_branch_experimental_stable,[2.21316718e-307 6.91897025e-308 1.00000000e+000 1.26070732e-308]
1,1_survival_livonia_survivor_year,[1.48388113e-307 1.00000000e+000 1.00922218e-307 9.63609316e-309]
-1,-1_player_server_issue_animation,[0.1551599  0.11946031 0.24847292 0.00935979]
-1,-1_player_server_issue_animation,[0.10370908 0.06684181 0.46212674 0.00611695]
-1,-1_player_server_issue_animation,[0.21606459 0.1698456  0.11468798 0.01398705]
-1,-1_player_server_issue_animation,[0.2152432  0.16435126 0.11232205 0.01395735]
1,1_survival_livonia_survivor_year,[0.24732221 0.53360711 0.17483025 0.01583625]
-1,-1_player_server_issue_animation,[0.11054749 0.19328816 0.08852379 0.00690839]
0,0_player_animation_server_issue,[1.00000000e+000 3.94157645e-308 8.08254417e-308 1.55427854e-308]
1,1_survival_livonia_survivor_year,[1.30366814e-307 1.00000000e+000 6.77295822e-308 8.85369380e-309]
1,1_survival_livonia_survivor_year,[0.21737143 0.64134715 0.12691722 0.0143642 ]
0,0_player_animation_server_issue,[1.00000000e+000 4.10134914e-308 8.33058144e-308 1.52079126e-308]
0,0_player_animation_server_issue,[0.91587228 0.00505001 0.00701651 0.00534823]
0,0_player_animation_server_issue,[1.00000000e+000 2.17576626e-308 3.02672788e-308 2.31498043e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.89698378e-308 2.78859562e-308 2.94172264e-308]
0,0_player_animation_server_issue,[1.00000000e+000 1.88773528e-308 2.76856794e-308 2.94692134e-308]
0,0_player_animation_server_issue,[0.67349078 0.02621593 0.03747561 0.03216094]
0,0_player_animation_server_issue,[0.46608892 0.03273112 0.04439731 0.02844419]
-1,-1_player_server_issue_animation,[0.39796973 0.02724397 0.03682604 0.02500424]
0,0_player_animation_server_issue,[0.84141493 0.02760478 0.03907096 0.03316491]
0,0_player_animation_server_issue,[0.86012299 0.02764962 0.03913124 0.03313484]
0,0_player_animation_server_issue,[1.00000000e+000 4.11713085e-308 8.39127818e-308 1.51821832e-308]
0,0_player_animation_server_issue,[0.68811178 0.03148888 0.04581746 0.03923041]
1,1_survival_livonia_survivor_year,[1.30466716e-307 1.00000000e+000 6.75828002e-308 8.85499707e-309]
0,0_player_animation_server_issue,[1.00000000e+000 4.10574515e-308 8.38053719e-308 1.52067323e-308]
1,1_survival_livonia_survivor_year,[1.30530397e-307 1.00000000e+000 6.74633002e-308 8.85881997e-309]
1,1_survival_livonia_survivor_year,[1.31352264e-307 1.00000000e+000 6.87477430e-308 8.90386997e-309]
1,1_survival_livonia_survivor_year,[0.20600031 0.62827216 0.11259647 0.01378289]
0,0_player_animation_server_issue,[0.70275011 0.0296923  0.04269254 0.03749634]
0,0_player_animation_server_issue,[0.68136656 0.02818415 0.04057769 0.03467127]
1,1_survival_livonia_survivor_year,[0.24773775 0.50846682 0.16063531 0.01610546]
0,0_player_animation_server_issue,[1.00000000e+000 3.16292979e-308 5.93719688e-308 1.64175921e-308]
0,0_player_animation_server_issue,[1.00000000e+000 4.16810804e-308 8.44053559e-308 1.50798405e-308]
1,1_survival_livonia_survivor_year,[0.247781   0.43986531 0.19757967 0.01523237]
1,1_survival_livonia_survivor_year,[0.1359292  0.75501666 0.10052565 0.00852849]
-1,-1_player_server_issue_animation,[0.26004348 0.14488605 0.18178081 0.01491863]
-1,-1_player_server_issue_animation,[0.14788392 0.07922309 0.10187644 0.00844013]
0,0_player_animation_server_issue,[1.00000000e+000 4.08943800e-308 8.33977062e-308 1.52338394e-308]
1,1_survival_livonia_survivor_year,[0.29225076 0.52186373 0.16657718 0.01930833]
-1,-1_player_server_issue_animation,[0.18804947 0.03615321 0.09165508 0.00932727]
1,1_survival_livonia_survivor_year,[0.2053981  0.46598805 0.14384309 0.01325945]
2,2_server_branch_experimental_stable,[2.05370445e-307 7.08711599e-308 1.00000000e+000 1.21369520e-308]
2,2_server_branch_experimental_stable,[2.07181850e-307 7.02481478e-308 1.00000000e+000 1.22071296e-308]
-1,-1_player_server_issue_animation,[0.2650657  0.12043447 0.18376466 0.01477893]
-1,-1_player_server_issue_animation,[0.27762106 0.06789102 0.21832481 0.01760757]
-1,-1_player_server_issue_animation,[0.27715622 0.0676783  0.2172649  0.01758096]
-1,-1_player_server_issue_animation,[0.27705331 0.06764354 0.21707795 0.01757508]
-1,-1_player_server_issue_animation,[0.27720618 0.06770424 0.21739211 0.01758374]
0,0_player_animation_server_issue,[1.00000000e+000 4.21122156e-308 8.62797172e-308 1.50000279e-308]
1,1_survival_livonia_survivor_year,[1.29933910e-307 1.00000000e+000 6.68449289e-308 8.83523961e-309]
-1,-1_player_server_issue_animation,[0.22444817 0.1492732  0.2214426  0.0129634 ]
0,0_player_animation_server_issue,[1.00000000e+000 2.20247806e-308 3.06509478e-308 2.28207371e-308]
0,0_player_animation_server_issue,[1.00000000e+000 2.20105876e-308 3.06219686e-308 2.27936380e-308]
1,1_survival_livonia_survivor_year,[0.14144403 0.76814167 0.08095943 0.00945487]
2,2_server_branch_experimental_stable,[0.22965127 0.06227396 0.44332049 0.01397838]
2,2_server_branch_experimental_stable,[0.28510224 0.07571162 0.45162102 0.01745207]
0,0_player_animation_server_issue,[0.88574431 0.02714976 0.03838451 0.03244772]
0,0_player_animation_server_issue,[0.88778863 0.02594596 0.03668771 0.03078261]
1,1_survival_livonia_survivor_year,[0.18242816 0.23320397 0.07913519 0.01256267]
1,1_survival_livonia_survivor_year,[9.33303768e-308 1.00000000e+000 3.27928437e-308 6.79261535e-309]
0,0_player_animation_server_issue,[0.47949876 0.02772567 0.04683533 0.02226147]
