Topic,Topic_Name,Probability
-1,-1_player_fixed_map_item,[6.90165960e-01 4.84749050e-04 1.09453798e-02 1.07971586e-03]
-1,-1_player_fixed_map_item,[8.13544358e-01 4.74209952e-04 2.12047342e-02 1.60778006e-03]
-1,-1_player_fixed_map_item,[9.47016861e-01 5.60785717e-04 2.57797151e-02 2.01626744e-03]
-1,-1_player_fixed_map_item,[2.17954132e-01 2.07976644e-04 5.48531421e-03 5.62436381e-04]
-1,-1_player_fixed_map_item,[4.99380736e-01 3.20568223e-04 1.49237013e-02 1.06278276e-03]
-1,-1_player_fixed_map_item,[4.88147309e-01 3.39000298e-04 1.25807609e-02 9.87562253e-04]
0,0_fixed_player_map_change,[7.04348070e-01 3.88792961e-04 9.68121083e-03 9.58529704e-04]
-1,-1_player_fixed_map_item,[2.12628078e-01 1.31597374e-04 4.93041184e-03 3.64675396e-04]
0,0_fixed_player_map_change,[8.53478669e-01 5.73552375e-04 2.12528880e-02 1.63633629e-03]
0,0_fixed_player_map_change,[9.41300625e-01 5.32385467e-04 1.18161970e-02 1.17364272e-03]
0,0_fixed_player_map_change,[5.39678017e-01 4.91694291e-04 1.53249838e-02 1.19595229e-03]
-1,-1_player_fixed_map_item,[2.16412821e-01 1.21896061e-04 6.25401508e-03 4.49206418e-04]
-1,-1_player_fixed_map_item,[2.91523070e-01 1.78379227e-04 8.15223087e-03 6.46656599e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.25803784e-308 8.88960020e-307 8.98585194e-308]
-1,-1_player_fixed_map_item,[9.00890540e-01 6.41562037e-04 2.42333547e-02 1.78805384e-03]
-1,-1_player_fixed_map_item,[8.15889153e-01 5.66342456e-04 2.69490715e-02 2.02779894e-03]
-1,-1_player_fixed_map_item,[3.44766279e-01 2.24107601e-04 9.75724436e-03 8.10718622e-04]
0,0_fixed_player_map_change,[7.62674303e-01 5.59713975e-04 2.57503464e-02 1.73515526e-03]
-1,-1_player_fixed_map_item,[7.16303551e-01 4.06707801e-04 1.90685501e-02 1.22001150e-03]
-1,-1_player_fixed_map_item,[8.46320489e-01 5.27898973e-04 2.04373958e-02 1.56008942e-03]
0,0_fixed_player_map_change,[0.54176235 0.00054249 0.01440072 0.00144795]
-1,-1_player_fixed_map_item,[4.87311014e-01 3.27729264e-04 1.25203185e-02 9.45922994e-04]
0,0_fixed_player_map_change,[8.72146760e-01 6.75752536e-04 1.76364688e-02 1.78088932e-03]
0,0_fixed_player_map_change,[6.48649999e-01 4.44766315e-04 1.39517250e-02 1.17286031e-03]
-1,-1_player_fixed_map_item,[2.14933622e-01 1.23857743e-04 5.32827716e-03 3.82011968e-04]
-1,-1_player_fixed_map_item,[6.59954798e-01 3.95818906e-04 1.72214181e-02 1.44409513e-03]
-1,-1_player_fixed_map_item,[2.17020645e-01 1.32009860e-04 5.10746749e-03 3.76372570e-04]
-1,-1_player_fixed_map_item,[4.66183575e-01 3.01288521e-04 1.08290544e-02 8.08715250e-04]
0,0_fixed_player_map_change,[4.41948019e-01 3.33697818e-04 7.01365267e-03 7.08380996e-04]
-1,-1_player_fixed_map_item,[8.27047923e-01 5.05406049e-04 2.03692385e-02 1.53032395e-03]
-1,-1_player_fixed_map_item,[3.57117879e-01 2.18666710e-04 1.26515565e-02 7.72607320e-04]
-1,-1_player_fixed_map_item,[2.87738136e-04 5.35229671e-07 1.32356913e-05 1.76319450e-06]
0,0_fixed_player_map_change,[8.55527391e-01 8.90526558e-05 1.57845999e-03 2.12332949e-04]
0,0_fixed_player_map_change,[7.08243877e-01 1.76297811e-04 3.12383134e-03 4.20279929e-04]
-1,-1_player_fixed_map_item,[3.59964292e-01 3.53018702e-04 9.14381627e-03 9.40402310e-04]
-1,-1_player_fixed_map_item,[9.43502896e-01 5.57551049e-04 2.34091932e-02 1.79279144e-03]
0,0_fixed_player_map_change,[6.50810883e-01 4.72254167e-04 1.68381718e-02 1.34089387e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.44760488e-308 1.16175125e-306 1.16378770e-307]
-1,-1_player_fixed_map_item,[8.40581535e-01 6.19961492e-04 2.15750917e-02 1.97566403e-03]
-1,-1_player_fixed_map_item,[8.93553963e-02 6.46380797e-05 1.86458911e-03 1.68442643e-04]
-1,-1_player_fixed_map_item,[9.17002936e-01 5.15389197e-04 2.12342130e-02 1.47364855e-03]
-1,-1_player_fixed_map_item,[8.00819124e-01 4.56229978e-04 2.05382829e-02 1.42145507e-03]
-1,-1_player_fixed_map_item,[9.27994705e-01 5.49046144e-04 2.28946698e-02 1.85174148e-03]
-1,-1_player_fixed_map_item,[4.02982164e-01 2.75656845e-04 1.00439279e-02 9.11560121e-04]
-1,-1_player_fixed_map_item,[3.31604036e-01 2.62993538e-04 7.58127566e-03 6.61358859e-04]
-1,-1_player_fixed_map_item,[9.45755954e-01 5.96376695e-04 2.59876146e-02 2.06836975e-03]
-1,-1_player_fixed_map_item,[8.44895476e-01 5.69098298e-04 2.13332181e-02 1.92600332e-03]
0,0_fixed_player_map_change,[8.99338972e-01 3.84101983e-04 9.59884911e-03 9.50107498e-04]
-1,-1_player_fixed_map_item,[4.90113654e-01 2.84985363e-04 1.20175544e-02 9.72947996e-04]
-1,-1_player_fixed_map_item,[6.16495121e-01 4.10185188e-04 1.76933580e-02 1.47965867e-03]
-1,-1_player_fixed_map_item,[7.19776521e-01 4.10457883e-04 1.77846900e-02 1.38770079e-03]
-1,-1_player_fixed_map_item,[8.58213548e-01 4.85839558e-04 2.23060077e-02 1.60140531e-03]
-1,-1_player_fixed_map_item,[7.18483413e-01 4.03165545e-04 1.88712586e-02 1.42587764e-03]
-1,-1_player_fixed_map_item,[8.31030645e-01 5.34885940e-04 2.03811285e-02 1.61325234e-03]
-1,-1_player_fixed_map_item,[7.19001489e-01 3.94539731e-04 1.94298670e-02 1.39124268e-03]
-1,-1_player_fixed_map_item,[9.24077503e-01 5.64954024e-04 2.49689163e-02 2.01675634e-03]
0,0_fixed_player_map_change,[7.61904927e-01 5.94152541e-04 2.34692061e-02 2.18466822e-03]
0,0_fixed_player_map_change,[0.23254513 0.00024558 0.00640488 0.00064066]
0,0_fixed_player_map_change,[8.82906107e-01 5.86560602e-04 2.46062528e-02 2.07278618e-03]
-1,-1_player_fixed_map_item,[2.16607426e-01 2.03752417e-04 5.51691629e-03 5.55105979e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.41911253e-308 1.37325507e-306 1.15932747e-307]
0,0_fixed_player_map_change,[3.32503847e-01 2.62819809e-04 1.00785894e-02 7.70824518e-04]
0,0_fixed_player_map_change,[0.62625005 0.00065818 0.01690603 0.00173253]
-1,-1_player_fixed_map_item,[4.06235614e-01 3.90815249e-04 1.05558363e-02 1.05424617e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.32445671e-308 1.29969284e-306 1.11836325e-307]
0,0_fixed_player_map_change,[6.85287252e-01 6.65653695e-04 1.82490652e-02 1.82293126e-03]
-1,-1_player_fixed_map_item,[2.15216315e-01 2.05126840e-04 5.45770273e-03 5.55854999e-04]
0,0_fixed_player_map_change,[8.42612055e-01 3.53666055e-04 9.99845008e-03 8.77663395e-04]
0,0_fixed_player_map_change,[0.52244548 0.00056116 0.01440523 0.00147796]
0,0_fixed_player_map_change,[0.43978085 0.00045649 0.01210196 0.00122402]
0,0_fixed_player_map_change,[1.00000000e+000 4.29105332e-308 9.39979122e-307 9.36809279e-308]
-1,-1_player_fixed_map_item,[2.44119290e-01 2.00172804e-04 6.05764186e-03 5.18088546e-04]
0,0_fixed_player_map_change,[4.69880373e-01 3.85576750e-04 1.09684901e-02 9.67008214e-04]
-1,-1_player_fixed_map_item,[3.59692073e-01 3.47527491e-04 9.35027448e-03 9.33893059e-04]
-1,-1_player_fixed_map_item,[4.83163151e-01 3.04822598e-04 1.18739574e-02 8.98382860e-04]
0,0_fixed_player_map_change,[6.85914232e-01 4.23244429e-04 1.05905008e-02 1.04086712e-03]
-1,-1_player_fixed_map_item,[2.83593245e-01 2.11395618e-04 6.16926964e-03 5.34572912e-04]
-1,-1_player_fixed_map_item,[2.06679945e-01 1.97870745e-04 5.24338374e-03 5.39014431e-04]
0,0_fixed_player_map_change,[4.75805049e-01 3.94177628e-04 8.05433890e-03 8.18549048e-04]
0,0_fixed_player_map_change,[8.36159263e-01 6.19632469e-04 2.12164312e-02 1.70852225e-03]
-1,-1_player_fixed_map_item,[3.51547160e-01 3.49222775e-04 8.98622049e-03 9.37285157e-04]
0,0_fixed_player_map_change,[4.93274667e-01 3.72482354e-04 1.29962963e-02 1.04093506e-03]
0,0_fixed_player_map_change,[6.22727678e-01 5.93424965e-04 1.56331071e-02 1.57621210e-03]
0,0_fixed_player_map_change,[0.81073177 0.000979   0.04090267 0.00492181]
0,0_fixed_player_map_change,[0.71228446 0.00086753 0.03629141 0.00436294]
-1,-1_player_fixed_map_item,[1.79688948e-01 1.57551475e-04 4.49660836e-03 3.96630669e-04]
0,0_fixed_player_map_change,[3.61798323e-01 3.04724854e-04 6.22965550e-03 6.31451999e-04]
0,0_fixed_player_map_change,[8.48635178e-01 6.43278650e-04 1.69647829e-02 1.69194457e-03]
0,0_fixed_player_map_change,[7.83014556e-01 4.38857128e-04 9.13215291e-03 9.24528175e-04]
0,0_fixed_player_map_change,[9.72178625e-01 5.53144560e-04 2.27187645e-02 1.94078789e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.98296853e-308 2.07102089e-306 1.75401568e-307]
0,0_fixed_player_map_change,[9.66206882e-01 5.20932865e-04 2.15791228e-02 1.83401723e-03]
0,0_fixed_player_map_change,[8.22892238e-01 5.33138411e-04 2.24904823e-02 1.92162499e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.94501142e-308 2.02080912e-306 1.74229923e-307]
0,0_fixed_player_map_change,[6.61933366e-01 5.12581741e-04 2.23692194e-02 1.58778523e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.34857731e-308 1.16793323e-306 1.05993866e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.15905689e-308 7.37362030e-307 9.91769499e-308]
-1,-1_player_fixed_map_item,[8.84617331e-01 6.21635533e-04 2.53166017e-02 1.94660793e-03]
-1,-1_player_fixed_map_item,[4.74334773e-01 3.09824395e-04 1.43770625e-02 1.02650515e-03]
-1,-1_player_fixed_map_item,[3.04064873e-01 1.95177537e-04 9.23956317e-03 6.49221444e-04]
-1,-1_player_fixed_map_item,[3.03596420e-01 1.95116323e-04 9.23694840e-03 6.49437924e-04]
-1,-1_player_fixed_map_item,[4.63997662e-01 3.05366759e-04 1.41247314e-02 1.01005439e-03]
0,0_fixed_player_map_change,[5.78710397e-01 5.52719637e-04 1.45729459e-02 1.46621625e-03]
-1,-1_player_fixed_map_item,[4.83516423e-01 2.78654713e-04 1.34722570e-02 9.23502485e-04]
-1,-1_player_fixed_map_item,[9.01414356e-01 6.27000609e-04 2.36842462e-02 1.82790820e-03]
-1,-1_player_fixed_map_item,[8.06325148e-01 5.02717637e-04 1.96237294e-02 1.47015155e-03]
0,0_fixed_player_map_change,[8.33068750e-01 4.97029535e-04 2.03344865e-02 1.71105303e-03]
0,0_fixed_player_map_change,[0.27241014 0.0002893  0.0075578  0.00075436]
0,0_fixed_player_map_change,[1.00000000e+000 4.95454339e-308 2.04388129e-306 1.72466169e-307]
-1,-1_player_fixed_map_item,[4.69889196e-01 3.02562393e-04 1.35522148e-02 1.09165141e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.73925759e-308 1.75814032e-306 1.36900102e-307]
0,0_fixed_player_map_change,[7.66541410e-01 6.81789521e-04 2.75953751e-02 2.54600337e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.73753643e-308 1.75979186e-306 1.36857913e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.41448238e-308 1.10566393e-306 1.09309643e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.97847481e-308 2.09070877e-306 1.74638522e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.95953423e-308 2.04465679e-306 1.73164440e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.97356662e-308 2.07838104e-306 1.74134334e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.98469620e-308 2.06316096e-306 1.75611812e-307]
-1,-1_player_fixed_map_item,[8.57746329e-01 5.49053530e-04 2.24453440e-02 1.76884938e-03]
0,0_fixed_player_map_change,[0.39111892 0.00051992 0.02168865 0.00265945]
0,0_fixed_player_map_change,[9.68450413e-01 6.69093089e-04 2.76332289e-02 3.24726502e-03]
0,0_fixed_player_map_change,[0.55743173 0.00071252 0.02863072 0.00359959]
-1,-1_player_fixed_map_item,[8.63322582e-01 5.18813575e-04 2.16079634e-02 1.71702881e-03]
0,0_fixed_player_map_change,[8.55402574e-01 6.07839244e-04 1.31135437e-02 1.31166818e-03]
-1,-1_player_fixed_map_item,[2.08676044e-01 2.01953480e-04 5.14764057e-03 5.27568991e-04]
0,0_fixed_player_map_change,[0.62908054 0.00069002 0.02809685 0.00342527]
0,0_fixed_player_map_change,[0.21163005 0.00022525 0.00589824 0.00059156]
-1,-1_player_fixed_map_item,[6.13289680e-01 4.23917200e-04 1.10049373e-02 1.03166834e-03]
-1,-1_player_fixed_map_item,[6.15170833e-01 3.66398215e-04 1.54833346e-02 1.14836175e-03]
-1,-1_player_fixed_map_item,[8.18494961e-01 4.59166668e-04 2.16952552e-02 1.41159079e-03]
-1,-1_player_fixed_map_item,[9.18526751e-01 5.28041153e-04 2.26070946e-02 1.64998372e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.40796726e-308 1.10106448e-306 1.08881875e-307]
0,0_fixed_player_map_change,[7.49764207e-01 4.62476497e-04 9.69568647e-03 9.79154230e-04]
-1,-1_player_fixed_map_item,[7.16737675e-01 4.15520968e-04 2.02905078e-02 1.39723815e-03]
-1,-1_player_fixed_map_item,[3.02762579e-01 2.08297424e-04 7.86552475e-03 6.08344218e-04]
-1,-1_player_fixed_map_item,[4.88052156e-01 2.80620598e-04 1.21666664e-02 8.30645767e-04]
0,0_fixed_player_map_change,[9.13334542e-01 5.61890665e-04 2.33904258e-02 1.78848874e-03]
-1,-1_player_fixed_map_item,[4.77953859e-01 3.33169219e-04 1.23817592e-02 9.76083878e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.34518153e-308 1.16759307e-306 1.05725286e-307]
-1,-1_player_fixed_map_item,[8.11012258e-01 5.30994144e-04 2.36258959e-02 1.63310996e-03]
0,0_fixed_player_map_change,[0.25593395 0.00026938 0.00704902 0.00070001]
0,0_fixed_player_map_change,[9.53736363e-01 2.38770244e-04 6.22978690e-03 6.13325533e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.25390784e-308 8.84324731e-307 8.94683268e-308]
-1,-1_player_fixed_map_item,[3.33574825e-01 2.95329818e-04 8.38910769e-03 7.96623648e-04]
-1,-1_player_fixed_map_item,[5.09369909e-01 3.07112860e-04 1.22951006e-02 8.99614480e-04]
0,0_fixed_player_map_change,[6.70961471e-01 4.49838679e-04 1.13271856e-02 1.10957101e-03]
-1,-1_player_fixed_map_item,[4.89508166e-01 3.11933681e-04 1.18799894e-02 9.30627487e-04]
-1,-1_player_fixed_map_item,[8.83944138e-02 6.11449884e-05 2.31940245e-03 1.79037712e-04]
-1,-1_player_fixed_map_item,[2.94187942e-01 1.73743752e-04 8.04476603e-03 6.10826309e-04]
-1,-1_player_fixed_map_item,[0.74617113 0.00074653 0.01876093 0.00198212]
-1,-1_player_fixed_map_item,[0.71693802 0.00071934 0.01808931 0.00191262]
0,0_fixed_player_map_change,[8.78939074e-01 5.69920100e-04 2.33955017e-02 2.09315554e-03]
-1,-1_player_fixed_map_item,[9.26419643e-01 5.27703336e-04 2.41474303e-02 1.67448083e-03]
-1,-1_player_fixed_map_item,[4.05372532e-01 2.64157455e-04 1.06565135e-02 7.65475366e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.81022754e-308 1.98763301e-306 1.56653567e-307]
0,0_fixed_player_map_change,[7.90588279e-01 1.28099822e-04 2.27026038e-03 3.05409675e-04]
-1,-1_player_fixed_map_item,[8.50038564e-01 5.09070085e-04 2.20864359e-02 1.66517234e-03]
-1,-1_player_fixed_map_item,[8.10328022e-01 4.39075091e-04 2.03989787e-02 1.43844760e-03]
-1,-1_player_fixed_map_item,[6.05982681e-01 4.10920048e-04 8.47607733e-03 8.42344495e-04]
-1,-1_player_fixed_map_item,[4.66534042e-01 3.10268717e-04 1.44089261e-02 9.70059368e-04]
0,0_fixed_player_map_change,[6.97660562e-01 4.46420783e-04 1.20012216e-02 1.30144170e-03]
-1,-1_player_fixed_map_item,[8.80949513e-01 5.25562599e-04 2.71747617e-02 1.59081029e-03]
0,0_fixed_player_map_change,[0.43956717 0.00058795 0.02349114 0.00300063]
-1,-1_player_fixed_map_item,[7.20186784e-01 4.10197101e-04 1.99809298e-02 1.37080938e-03]
0,0_fixed_player_map_change,[8.53247807e-01 5.64249226e-04 2.35161036e-02 1.68959873e-03]
0,0_fixed_player_map_change,[8.71332106e-01 4.86152152e-04 1.22227039e-02 1.20558212e-03]
-1,-1_player_fixed_map_item,[1.38596757e-01 8.66136212e-05 3.38136610e-03 2.57038165e-04]
0,0_fixed_player_map_change,[8.12996722e-01 6.48804300e-04 2.45097193e-02 2.30996241e-03]
-1,-1_player_fixed_map_item,[8.36372673e-01 4.91741406e-04 2.07918403e-02 1.52936256e-03]
0,0_fixed_player_map_change,[5.61311360e-01 4.12750880e-04 1.03597316e-02 1.01487198e-03]
-1,-1_player_fixed_map_item,[8.62189419e-01 5.16825335e-04 2.23695036e-02 1.70955951e-03]
-1,-1_player_fixed_map_item,[3.55523486e-01 2.21316232e-04 8.41965652e-03 6.50760337e-04]
-1,-1_player_fixed_map_item,[8.62599922e-01 5.15677697e-04 2.23475950e-02 1.70319323e-03]
-1,-1_player_fixed_map_item,[4.70439837e-01 2.66514091e-04 1.17809373e-02 8.61406156e-04]
-1,-1_player_fixed_map_item,[7.18824155e-01 4.43192963e-04 1.70031667e-02 1.30648851e-03]
-1,-1_player_fixed_map_item,[9.17333811e-01 5.05618477e-04 2.20776575e-02 1.57586120e-03]
-1,-1_player_fixed_map_item,[8.19599026e-01 4.65913917e-04 2.00962104e-02 1.44472686e-03]
0,0_fixed_player_map_change,[5.43127249e-01 4.04676643e-04 1.01414767e-02 1.00325594e-03]
-1,-1_player_fixed_map_item,[2.31231980e-01 1.46640911e-04 5.71522357e-03 4.34513339e-04]
-1,-1_player_fixed_map_item,[6.13370433e-01 4.17353690e-04 1.79107634e-02 1.48665181e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.34612947e-308 1.16628522e-306 1.05743402e-307]
-1,-1_player_fixed_map_item,[8.35414533e-01 5.92371011e-04 2.44428415e-02 2.13243212e-03]
0,0_fixed_player_map_change,[4.21866903e-01 3.55748375e-04 1.57090177e-02 1.24468196e-03]
-1,-1_player_fixed_map_item,[8.50107991e-01 5.50346334e-04 2.38843555e-02 1.84279702e-03]
-1,-1_player_fixed_map_item,[7.20592062e-01 4.74704957e-04 2.14634343e-02 1.69923997e-03]
-1,-1_player_fixed_map_item,[8.62462812e-01 5.19670633e-04 2.24586675e-02 1.72523804e-03]
-1,-1_player_fixed_map_item,[8.57224193e-01 5.88516667e-04 2.49187508e-02 2.07060493e-03]
-1,-1_player_fixed_map_item,[2.23576666e-01 1.53235821e-04 3.68717852e-03 3.50772654e-04]
-1,-1_player_fixed_map_item,[8.62539171e-01 5.22720110e-04 2.23869491e-02 1.71754815e-03]
0,0_fixed_player_map_change,[7.63939907e-01 4.75352332e-04 1.30870584e-02 1.21554594e-03]
-1,-1_player_fixed_map_item,[6.25196581e-01 4.02675069e-04 1.63541678e-02 1.20577004e-03]
-1,-1_player_fixed_map_item,[8.23990170e-01 4.64430597e-04 2.10515844e-02 1.52510025e-03]
-1,-1_player_fixed_map_item,[2.28838872e-01 1.36906916e-04 5.29074647e-03 3.94624424e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.29895529e-308 9.50346682e-307 9.44736139e-308]
-1,-1_player_fixed_map_item,[4.71949594e-01 2.92875638e-04 1.08292027e-02 8.40603936e-04]
0,0_fixed_player_map_change,[4.99405439e-01 3.66804432e-04 9.12100035e-03 9.05756797e-04]
0,0_fixed_player_map_change,[5.09626037e-01 4.31797247e-04 8.75726704e-03 8.92898487e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.45057894e-308 1.16036627e-306 1.16709444e-307]
-1,-1_player_fixed_map_item,[8.31035345e-01 5.55937428e-04 2.15268546e-02 1.66818519e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.34690662e-308 1.17180748e-306 1.05988780e-307]
-1,-1_player_fixed_map_item,[4.88097386e-01 3.05319017e-04 1.31853286e-02 1.05954385e-03]
-1,-1_player_fixed_map_item,[4.83228605e-01 2.72970544e-04 1.29478049e-02 8.77079599e-04]
-1,-1_player_fixed_map_item,[2.28214520e-01 1.57172716e-04 3.62504168e-03 3.52626774e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.38404532e-308 1.40571484e-306 1.09565289e-307]
0,0_fixed_player_map_change,[9.74440318e-01 5.46038482e-04 2.23694564e-02 2.04177419e-03]
0,0_fixed_player_map_change,[9.13285565e-01 5.61343700e-04 2.34532364e-02 1.77520230e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.99986092e-308 2.18172238e-306 1.57405424e-307]
0,0_fixed_player_map_change,[6.95886914e-01 4.89641214e-04 1.38555561e-02 1.21864033e-03]
-1,-1_player_fixed_map_item,[5.02692554e-01 2.79876508e-04 1.22910946e-02 9.83810787e-04]
0,0_fixed_player_map_change,[6.01586008e-01 4.45716300e-04 1.24454481e-02 1.14050237e-03]
-1,-1_player_fixed_map_item,[9.43451499e-01 5.45212993e-04 2.50064557e-02 1.88641928e-03]
-1,-1_player_fixed_map_item,[9.07722205e-01 5.97970763e-04 1.99515714e-02 1.59955873e-03]
0,0_fixed_player_map_change,[6.79742034e-01 4.99691551e-04 1.84556204e-02 1.38819735e-03]
-1,-1_player_fixed_map_item,[8.77758854e-01 5.01079607e-04 2.30938135e-02 1.67500789e-03]
0,0_fixed_player_map_change,[5.30529486e-01 3.83122531e-04 9.72493245e-03 9.52667416e-04]
-1,-1_player_fixed_map_item,[8.12119801e-01 5.31404693e-04 2.66072187e-02 1.94914576e-03]
-1,-1_player_fixed_map_item,[4.74771285e-01 2.62671141e-04 1.12779477e-02 7.92577589e-04]
-1,-1_player_fixed_map_item,[2.12571624e-01 1.21768697e-04 6.11939542e-03 4.06856259e-04]
-1,-1_player_fixed_map_item,[1.36139585e-01 7.76249865e-05 3.96506582e-03 2.61768458e-04]
-1,-1_player_fixed_map_item,[8.94735429e-01 5.56571161e-04 2.76583596e-02 1.85243126e-03]
-1,-1_player_fixed_map_item,[2.82756128e-01 2.27471635e-04 6.50464175e-03 5.69303884e-04]
-1,-1_player_fixed_map_item,[7.56957022e-01 4.91246153e-04 9.14929171e-03 9.34433898e-04]
0,0_fixed_player_map_change,[3.69103949e-01 3.05766882e-04 7.81677133e-03 7.62540876e-04]
-1,-1_player_fixed_map_item,[2.96017758e-01 1.70472287e-04 9.12980337e-03 5.37321365e-04]
0,0_fixed_player_map_change,[8.66092296e-01 4.64718035e-04 9.69438080e-03 9.79726672e-04]
0,0_fixed_player_map_change,[1.00000000e+000 5.00607618e-308 2.16709875e-306 1.54246651e-307]
-1,-1_player_fixed_map_item,[2.92448503e-01 1.61190506e-04 6.94190069e-03 4.91431357e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.28844010e-308 9.35003163e-307 9.34759725e-308]
-1,-1_player_fixed_map_item,[8.23630684e-01 4.74385467e-04 2.17224523e-02 1.50914168e-03]
-1,-1_player_fixed_map_item,[6.29727937e-01 3.87742371e-04 1.65807972e-02 1.42980931e-03]
-1,-1_player_fixed_map_item,[6.87576106e-01 5.17969918e-04 1.39781644e-02 1.32160942e-03]
0,0_fixed_player_map_change,[3.67678932e-01 3.22889222e-04 8.17907658e-03 7.93269955e-04]
-1,-1_player_fixed_map_item,[2.13684518e-01 1.17461755e-04 5.70779537e-03 3.83013191e-04]
-1,-1_player_fixed_map_item,[8.85537033e-01 5.11780679e-04 2.13144616e-02 1.64056570e-03]
0,0_fixed_player_map_change,[9.16293129e-01 5.89691493e-04 2.33665963e-02 1.73482800e-03]
-1,-1_player_fixed_map_item,[9.25833118e-01 6.24297817e-04 2.72888260e-02 2.25353313e-03]
-1,-1_player_fixed_map_item,[6.49012736e-01 4.61740238e-04 1.87491735e-02 2.01612609e-03]
-1,-1_player_fixed_map_item,[6.86172418e-01 4.72742973e-04 1.92975645e-02 1.51116875e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.29026802e-308 9.36423534e-307 9.35177686e-308]
0,0_fixed_player_map_change,[6.92225276e-01 5.76378771e-04 1.80975969e-02 1.40692712e-03]
0,0_fixed_player_map_change,[4.17219164e-01 3.32872970e-04 8.25413911e-03 8.17563133e-04]
0,0_fixed_player_map_change,[2.55392528e-01 2.33903996e-04 6.66535560e-03 5.87629819e-04]
0,0_fixed_player_map_change,[2.18179228e-01 2.03854548e-04 5.79680181e-03 5.11286632e-04]
0,0_fixed_player_map_change,[9.19502246e-01 8.00968733e-04 2.63743351e-02 2.54012020e-03]
0,0_fixed_player_map_change,[6.40967816e-01 4.98532517e-04 1.26012491e-02 1.23231339e-03]
-1,-1_player_fixed_map_item,[3.33727650e-01 3.33100487e-04 8.82212102e-03 9.05199067e-04]
-1,-1_player_fixed_map_item,[0.55434466 0.00055714 0.01434916 0.00153814]
0,0_fixed_player_map_change,[9.48717081e-01 3.89261528e-04 1.04934843e-02 9.44636910e-04]
0,0_fixed_player_map_change,[7.90092968e-01 4.00235662e-04 8.36673895e-03 8.45716678e-04]
-1,-1_player_fixed_map_item,[2.98501672e-01 1.86552438e-04 8.42275738e-03 7.38558854e-04]
0,0_fixed_player_map_change,[4.70476223e-01 4.07793412e-04 1.04824100e-02 1.01201224e-03]
-1,-1_player_fixed_map_item,[6.91461703e-01 4.85338253e-04 2.01677693e-02 2.07141336e-03]
-1,-1_player_fixed_map_item,[4.68408920e-01 2.66028540e-04 1.28830790e-02 9.53170534e-04]
0,0_fixed_player_map_change,[1.00000000e+000 4.61442366e-308 1.91945217e-306 1.36002978e-307]
0,0_fixed_player_map_change,[6.50860790e-01 4.92147299e-04 1.44515231e-02 1.29101375e-03]
-1,-1_player_fixed_map_item,[5.48455714e-01 3.60464302e-04 1.00948859e-02 8.78267710e-04]
0,0_fixed_player_map_change,[8.09619498e-01 6.20875002e-04 2.95265253e-02 1.96433027e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.89837525e-308 2.06982290e-306 1.49976183e-307]
-1,-1_player_fixed_map_item,[6.72590110e-01 4.65424827e-04 1.90255140e-02 1.47799985e-03]
0,0_fixed_player_map_change,[9.31334375e-01 5.89200046e-04 2.40737997e-02 2.11377785e-03]
-1,-1_player_fixed_map_item,[8.08741019e-01 5.17013920e-04 3.08268477e-02 1.72208438e-03]
-1,-1_player_fixed_map_item,[8.76923098e-01 5.08063060e-04 2.34995262e-02 1.61500303e-03]
0,0_fixed_player_map_change,[1.00000000e+000 4.39984058e-308 1.10412081e-306 1.08523735e-307]
0,0_fixed_player_map_change,[1.00000000e+000 4.61441649e-308 1.92541892e-306 1.35585766e-307]
0,0_fixed_player_map_change,[9.25699630e-01 5.78722964e-04 1.56003860e-02 1.48126937e-03]
0,0_fixed_player_map_change,[3.98718135e-01 2.94454838e-04 1.34141991e-02 1.03880213e-03]
-1,-1_player_fixed_map_item,[5.07475667e-01 3.01721024e-04 1.69775402e-02 1.08115164e-03]
